id,fold,type,label,text1,text2
because-20020731-nyt.ann-E6-r,9,Consequence,else,at least the appearance of impropriety,Your actions and failure to act
because-wsj_1971.ann-E13-r,0,Motivation,else,large numbers of students purchase the machine,Next's prices must go even lower
because-wsj_1698.ann-E17-r,1,Motivation,else,the police (in the form of a President) would be there with a straitjacket,they really get crazy
because-1855419.ann-E1-r,2,Motivation,else,People like to gripe about their lawyers,their cases go south
because-1855648.ann-E42-r,3,Consequence,else,he could not vote,he had been declared mentally incapacitated
because-wsj_1829.ann-E7-r,4,Purpose,else,it has factories in several parts of the nation,a breakdown at one location shouldn't leave customers in a total pinch
because-1854364.ann-E10-r,5,Purpose,else,take advantage of the additional security in Baghdad,"reach agreements on draft laws, like measures apportioning oil revenue and setting a timetable for new provincial elections, that the United States says are vital to improve prospects for reconciliation"
because-CHRG-110hhrg44900-2.ann-E62-r,6,Consequence,else,our system will never be what it should be,we can get to the point where market discipline plays its necessary role
because-1851265.ann-E27-r,7,Motivation,else,impose definitions of ``profit'' and ``risk'',defining whether a transaction is legitimate
because-1855648.ann-E18-r,8,Motivation,else,They want to allow people to vote,they can supply information for a voter registration form
because-1854017.ann-E5-r,9,Consequence,else,three American soldiers died Sunday,"insurgents detonated a bomb under a highway overpass near Mahmudiya, the volatile area just south of Baghdad also known as the triangle of death"
because-wsj_1121.ann-E5-r,0,Motivation,else,it has been turned into one,this treasure chest is too big to fit in a bank vault
because-wsj_1457.ann-E10-r,1,Purpose,else,The 45-year-old Mr. Giuliani has run a negative campaign,pick up votes leaning to Mr. Dinkins
because-1818333.ann-E11-r,2,Consequence,else,it's hard to have political and economic progress,security
because-20020731-nyt.ann-E59-r,3,Consequence,else,I've been flapping my wings since,I found this school
because-CHRG-110hhrg44900-1.ann-E103-r,4,Purpose,else,set up a bridge bank,facilitate an orderly liquidation of that firm
because-20020731-nyt.ann-E18-r,5,Motivation,else,"he repaid the ""wholesale"" cost of the appliances",Chang told him that was what he had paid
because-wsj_1174.ann-E5-r,6,Consequence,else,buy a 45-acre horse farm,the money
because-wsj_1504.ann-E7-r,7,Motivation,else,wait,the end
because-1845580.ann-E9-r,8,Consequence,else,we have a choice,defeating the enemy as we did in Iraq
because-CHRG-110hhrg44900-2.ann-E132-r,9,Consequence,else,"that is essentially what is happening, that you're giving a break to the borrower so the borrower can stay in the home",there's a principal writedown or other loan modification
because-wsj_1963.ann-E5-r,0,Motivation,else,he would continue to press to keep the capital-gains provision in the final version of the bill,the House drops many of its costly provisions
because-1852160.ann-E9-r,1,Motivation,else,I think the McCain campaign is lashing out,they are feeling the political pressure and they don't know what to do
because-wsj_1457.ann-E8-r,2,Consequence,else,Mr. Dinkins reeling,an issue
because-1855419.ann-E6-r,3,Purpose,else,Here I should pause,some disclosures
because-wsj_1450.ann-E5-r,4,Purpose,else,working until 11 p.m. seven days a week,"cover his $3,000 a month rent"
because-wsj_1611.ann-E10-r,5,Consequence,else,there's really no way to say what will happen,so fluid right now
because-CHRG-111shrg61651.ann-E42-r,6,Consequence,else,fail,too big
because-CHRG-110hhrg44900-1.ann-E46-r,7,Motivation,else,we will begin with you,"I think, Mr. Paulson, that you have about 125 years on Mr. Bernanke"
because-1818333.ann-E3-r,8,Consequence,else,the Iraqi government less likely to defend itself,to send more troops to Iraq
because-wsj_1462.ann-E3-r,9,Motivation,else,the company wouldn't have a response,it had an opportunity to review it
because-CHRG-110hhrg44900-2.ann-E114-r,0,Consequence,else,no member can ask questions,their 5 minutes is up
because-CHRG-110hhrg44900-2.ann-E48-r,1,Motivation,else,what I really want to know is not so much what you plan that may not be instituted for some time,it takes some time to get this into practice
because-1821517.ann-E2-r,2,Purpose,else,the Bush administration had distorted intelligence,build the case for invading Iraq
because-1855233.ann-E16-r,3,Consequence,else,a solution,a problem
because-1820510.ann-E25-r,4,Consequence,else,A person cannot be targeted on status,being present on an objective deemed hostile by an on-scene commander
because-wsj_1044.ann-E2-r,5,Purpose,else,a 90% devaluation of the ruble against the dollar for private transactions,curb a black market for hard currency
because-1854691.ann-E16-r,6,Purpose,else,"Sergeant Wuterich, who had been behind him, had entered the room and shot five to seven rounds into the ``bodies on the ground",make sure that none were capable of grabbing a weapon and firing back at us
because-1845580.ann-E20-r,7,Motivation,else,the size of the military is decreased,there is no war or overarching threat
because-ArticleIP_1060.ann-E16-r,8,Consequence,else,doctors look for signs--such as the development of functioning eyelids and creases in the skin--that coincide with the onset of a functioning respiratory system,Sonograms
because-CHRG-110hhrg44900-1.ann-E62-r,9,Consequence,else,a failure,regulatory intervention
because-1854626.ann-E11-r,0,Consequence,else,a controversial technique entailing the cloning of embryos for purposes of experimentation,a Massachusetts bill
because-wsj_2465.ann-E8-r,1,Consequence,else,their takeover of the country,the Colombian government
because-1855648.ann-E47-r,2,Motivation,else,asked of you,you go to vote
because-wsj_1041.ann-E10-r,3,Consequence,else,children account for a small part of the large and lucrative market,children account for just 1% of the patient population
because-wsj_1849.ann-E1-r,4,Consequence,else,The rubble,the Armenian earthquake a year ago
because-CHRG-110hhrg44900-2.ann-E122-r,5,Consequence,else,make sure it's done right and thoroughly worked through,the time
because-wsj_1353.ann-E11-r,6,Motivation,else,Lebanon's Gen. Aoun placed Christian military forces on alert in case of renewed fighting with Syrian-backed Moslems,Lebanon's two main Shiite militias rejected an Arab-sponsored peace accord
because-1854575.ann-E6-r,7,Consequence,else,corruption,The law distributing contracts on public projects to several companies
because-1852704.ann-E12-r,8,Motivation,else,thousands of soldiers crossed the border,"pursuit of members of the Kurdistan Worker's Party, or P.K.K."
because-CHRG-110hhrg44900-1.ann-E209-r,9,Consequence,else,financial stability,robust payment and settlement systems
because-wsj_1450.ann-E14-r,0,Consequence,else,keep those jobs and sales taxes within city limits,cities losing business to suburban shopping centers
because-wsj_1947.ann-E4-r,1,Consequence,else,no one can tell its source,oil is shipped
because-1855233.ann-E7-r,2,Consequence,else,hard-line Islamists will gain power or seize control of one of the country's nuclear weapons,so unstable
because-1855233.ann-E10-r,3,Consequence,else,civil society in Pakistan withstand growing pressures from radical Islamists,Too late
because-1854691.ann-E2-r,4,Purpose,else,The hearing is being conducted,"determine whether there is enough evidence to refer charges to a court-martial for one of the marines, Lance Cpl. Justin L. Sharratt, who is accused of killing three of the men"
because-1854364.ann-E3-r,5,Consequence,else,security conditions in other parts of the country had worsened,American and Iraqi forces shifted in large numbers into the capital
because-1821059.ann-E25-r,6,Purpose,else,Most of them were here,the money
because-wsj_1698.ann-E16-r,7,Consequence,else,the proposed spending cuts take place automatically,Congress acts
because-wsj_1874.ann-E32-r,8,Consequence,else,be included in Freddie Mac and Fannie Mae pools,too large
because-wsj_1826.ann-E3-r,9,Consequence,else,you're always Miss America,you're Miss America
because-1821059.ann-E5-r,0,Motivation,else,Nearly every session since November has been adjourned,"as few as 65 members made it to work, even as they and the absentees earned salaries and benefits worth about $120,000"
because-1855648.ann-E21-r,1,Motivation,else,a nursing home employee who won a 2004 election to a county Democratic committee stepped down,her victory resulted from absentee ballots cast by the nursing home residents
because-wsj_1450.ann-E11-r,2,Consequence,else,that 26% reported difficulty recruiting personnel and that 19% said they were considering moving,Crime
because-20020731-nyt.ann-E53-r,3,Purpose,else,he was traded to Boston Tuesday night,try his hand in what the Red Sox hope will be their postseason plans
because-wsj_1780.ann-E5-r,4,Consequence,else,deal with buy-outs,enough authority
because-CHRG-110hhrg44900-2.ann-E40-r,5,Consequence,else,do the macro stability job,the authorities
because-1821517.ann-E24-r,6,Consequence,else,Mr. Libby aware of Ms. Wilson's identity,a number of administration officials
because-wsj_1803.ann-E22-r,7,Consequence,else,caused,a sprinkler system was triggered by the tremors
because-1822572.ann-E22-r,8,Consequence,else,health care cuts,"Joseph L. Bruno, the Senate majority leader"
because-wsj_1174.ann-E4-r,9,Motivation,else,how exciting that would be,that's your horse
because-wsj_1874.ann-E17-r,0,Consequence,else,they weren't materially affected,"those bonds already pay a slightly higher yield, an extra premium for the earthquake risk"
because-20020731-nyt.ann-E165-r,1,Motivation,else,"reward Mubarak's predecessor, Anwar Sadat",signing a peace treaty with Israel
because-wsj_2004.ann-E6-r,2,Purpose,else,"United paid him a $375,000 bonus",lure him away from American Airlines
because-CHRG-110hhrg44900-1.ann-E47-r,3,Motivation,else,we have been working together to ensure the stability of the financial system,it is in the interest of the American people that we do so
