pairid,argid,propid_to,propid_from,text_to,text_from,relation,nli_50K_ent,nli_50K_con,nli_50K_neu
00636_10#00636_10_1,00636,00636_10,00636_10_1,Electric cars should be a priority in plans to fight global warming.,Electric car batteries all must be replaced eventually.,-1,0.0004197265370748937,0.002306425478309393,0.9972737431526184
00636_10#00636_10_3,00636,00636_10,00636_10_3,Electric cars should be a priority in plans to fight global warming.,Electric cars require less maintenance than gasoline vehicles.,1,0.0007980340160429478,0.017094284296035767,0.9821076989173889
00636_1#00636_1_1,00636,00636_1,00636_1_1,Electric cars should be a priority in plans to fight global warming.,Electric cars can accelerate faster than gasoline cars.,1,0.0009486927301622927,0.011487194336950779,0.9875641465187073
00636_3#00636_3_3,00636,00636_3,00636_3_3,Electric cars should be a priority in plans to fight global warming.,Silent electric cars can be a safety hazard.,-1,0.0010937779443338513,0.05094079300761223,0.9479654431343079
00636_4#00636_4_1,00636,00636_4,00636_4_1,Electric cars should be a priority in plans to fight global warming.,Electric cars fight global warming better than hybrids.,1,0.09764466434717178,0.0063535552471876144,0.8960018157958984
00636_5#00636_5_5,00636,00636_5,00636_5_5,Electric cars should be a priority in plans to fight global warming.,Modernizing grid will accommodate new renewable electricity.,1,0.001549430307932198,0.09144427627325058,0.9070062637329102
00636_6#00636_6_6,00636,00636_6,00636_6_6,Electric cars should be a priority in plans to fight global warming.,Electric cars will get cleaner with more renewable sources,1,0.004904715809971094,0.021543562412261963,0.9735518097877502
00636_9#00636_9_6,00636,00636_9,00636_9_6,Electric cars should be a priority in plans to fight global warming.,Electric vehicles are lighter so require less energy.,1,0.00035785906948149204,0.004034146666526794,0.9956080317497253
00778_4#00778_4_1,00778,00778_4,00778_4_1,There should be a tax on fatty foods.,A fat-tax will bring in tax-revenue for the state,1,0.14209440350532532,0.061426546424627304,0.7964791059494019
00778_5#00778_5_2,00778,00778_5,00778_5_2,There should be a tax on fatty foods.,"Governments commonly adopt policies to shape behavior, such as a fat tax",1,0.08957518637180328,0.033328745514154434,0.8770961165428162
00778_5#00778_5_5,00778,00778_5,00778_5_5,There should be a tax on fatty foods.,The virtue of a free society is the diversity of individual behavior.,-1,0.004905220121145248,0.8404629826545715,0.1546318233013153
00778_5#00778_5_6,00778,00778_5,00778_5_6,There should be a tax on fatty foods.,"""Fat tax"" enforces dangerous impression that society demands slimness",-1,0.08774039894342422,0.0427987277507782,0.8694608807563782
00778_6#00778_6_1,00778,00778_6,00778_6_1,There should be a tax on fatty foods.,A fat tax would increase the demand and price of healthy foods.,1,0.8724086880683899,0.04596932604908943,0.08162204921245575
01025_13#01025_13_3,01025,01025_13,01025_13_3,Prostitution should be legal.,Merely because some individuals break a law does not mean that the law itself is at fault,-1,0.0046588825061917305,0.01674402691423893,0.978597104549408
01277_2#01277_2_9,01277,01277_2,01277_2_9,Caffeinated alcohol drinks should be banned.,A bottle of liqueur is as dangerous as Four Loco.,-1,0.07329577207565308,0.053237829357385635,0.873466432094574
01277_6#01277_6_1,01277,01277_6,01277_6_1,Caffeinated alcohol drinks should be banned.,Caffeinated alcohol drinks enliven and extend the party.,-1,0.0005068096215836704,0.9886970520019531,0.010796141810715199
01277_6#01277_6_2,01277,01277_6,01277_6_2,Caffeinated alcohol drinks should be banned.,Ban on Four Loco wrongly spoils fun of responsible drinkers.,-1,0.03781634196639061,0.030565451830625534,0.9316182136535645
00171_4#00171_4_5,00171,00171_4,00171_4_5,The Palestinians do have the right to return.,"Palestinians were forced to leave, have a right to return.",1,0.9600555300712585,0.0015181057387962937,0.03842628747224808
00171_4#00171_4_6,00171,00171_4,00171_4_6,The Palestinians do have the right to return.,"Right of return jeopardizes Israeli welfare, so invalid",-1,0.017193971201777458,0.8582262396812439,0.12457981705665588
00233_1#00233_1_6,00233,00233_1,00233_1_6,Aboriginals should be treated differently under the law.,Aboriginals deserve differential treatment as compensation for violated treaties:,1,0.4837705194950104,0.022096941247582436,0.49413245916366577
00750_4#00750_4_1,00750,00750_4,00750_4_1,Governments should require that genetically modified foods be labeled.,Food producers opposing GM labels appear to be hiding risks.,1,0.011798659339547157,0.16504666209220886,0.8231546878814697
00750_4#00750_4_2,00750,00750_4,00750_4_2,Governments should require that genetically modified foods be labeled.,Labeling is part of efforts to stigmatize GM foods,-1,0.01651248335838318,0.044002726674079895,0.9394847750663757
00750_4#00750_4_5,00750,00750_4,00750_4_5,Governments should require that genetically modified foods be labeled.,Labeling of GM foods alarms and turns-away consumers.,-1,0.010132195428013802,0.02110321633517742,0.9687646627426147
00883_3#00883_3_4,00883,00883_3,00883_3_4,Puerto Rico should move for US statehood. The US should accept it.,Puerto Rico as colony is unacceptable.,1,0.06185906007885933,0.05332167446613312,0.8848192691802979
00904_6#00904_6_3,00904,00904_6,00904_6_3,The Confederate flag should be banned.,The Confederate flag has not been a consistent cultural fixture of the South:,1,0.002175955567508936,0.048249077051877975,0.949574887752533
01015_1#01015_1_1,01015,01015_1,01015_1_1,There should be a tax on fatty foods.,A fat tax will not solve the problem of low exercise levels,-1,0.09362220019102097,0.06856818497180939,0.8378096222877502
01015_1#01015_1_5,01015,01015_1,01015_1_5,There should be a tax on fatty foods.,"Obesity is an ""epidemic"" that warrants a fat tax",1,0.9063814878463745,0.005625964142382145,0.08799244463443756
01015_1#01015_1_6,01015,01015_1,01015_1_6,There should be a tax on fatty foods.,A fat tax is just as appropriate as cigarette and alcohol taxes,1,0.014609772711992264,0.3674095571041107,0.6179806590080261
01179_22#01179_22_3,01179,01179_22,01179_22_3,Abortions of any kind should be permitted.,The US Constitution does not explicitly confer a right to abortion,-1,0.009149804711341858,0.7348616123199463,0.25598856806755066
01196_3#01196_3_6,01196,01196_3,01196_3_6,"Govts should mandate that people buy private health insurance, or face penalties.",Insurance mandates require costly government subsidies,-1,0.03852115571498871,0.0048910933546721935,0.9565877914428711
01218_4#01218_4_3,01218,01218_4,01218_4_3,The double jeopardy rule should be abandoned.,The judicial system is unlikely to be overwhelmed with retrials.,1,0.0036387487780302763,0.014810077846050262,0.9815511703491211
00121_3#00121_3_4,00121,00121_3,00121_3_4,The UN should increase humanitarian aid to poor nations.,More aid to developing country agriculture solves many problems.,1,0.07310658693313599,0.011127909645438194,0.9157655239105225
00222_2#00222_2_1,00222,00222_2,00222_2_1,The Fairness Doctrine in the United States should be reinstated.,Fairness Doctrine is more a code of conduct than mandate,1,0.003859231248497963,0.021366052329540253,0.9747747182846069
00222_2#00222_2_2,00222,00222_2,00222_2_2,The Fairness Doctrine in the United States should be reinstated.,Free speech without Fairness Doctrine can harm policy-making,1,0.004403495695441961,0.028830692172050476,0.9667658805847168
00222_2#00222_2_5,00222,00222_2,00222_2_5,The Fairness Doctrine in the United States should be reinstated.,Fairness Doctrine does not require equal time for viewpoints,1,0.0013786890776827931,0.010428068228065968,0.9881933331489563
00352_4#00352_4_14,00352,00352_4,00352_4_14,Denial of the Holocaust should be illegal.,Criminilizing holocaust denial infringes free speech,-1,0.6915991902351379,0.012878038920462132,0.2955227494239807
00352_4#00352_4_5,00352,00352_4,00352_4_5,Denial of the Holocaust should be illegal.,Holocaust deniers advance cause of post-War Nazi deniers.,1,0.014064089395105839,0.3829878270626068,0.6029480695724487
00809_7#00809_7_4,00809,00809_7,00809_7_4,Government should phase out all subsidies for fossil fuel development.,Fossil fuel subsidies contradict fight against climate change.,1,0.005180591717362404,0.11183895915746689,0.8829805254936218
00809_7#00809_7_6,00809,00809_7,00809_7_6,Government should phase out all subsidies for fossil fuel development.,Oil subsidies essential until clean tech becomes viable alternative.,-1,0.004041640553623438,0.8672873377799988,0.12867099046707153
00864_4#00864_4_1,00864,00864_4,00864_4_1,Nations should increase economic and social protections for migrants.,Migrant remittances are growing and need greater protections,1,0.18041680753231049,0.0072219823487102985,0.8123611807823181
00864_4#00864_4_4,00864,00864_4,00864_4_4,Nations should increase economic and social protections for migrants.,"Migrants don""t need protecting; our jobs need protecting",-1,0.0013684576842933893,0.006377608049660921,0.9922539591789246
00037_2#00037_2_1,00037,00037_2,00037_2_1,The justice system should focus on rehabilitation over retribution.,Punishment acknowledges to victims that they have been wronged.,-1,0.0041194092482328415,0.0023855457548052073,0.9934951663017273
00037_2#00037_2_3,00037,00037_2,00037_2_3,The justice system should focus on rehabilitation over retribution.,Rehabilitation is the more humanizing and dignified objective.,1,0.0012477131094783545,0.0028489462565630674,0.9959033131599426
00089_8#00089_8_3,00089,00089_8,00089_8_3,There should be Concealed carry rather than open carry firearm laws.,Many people respond positively to seeing open weapons.,-1,0.004710175096988678,0.46157610416412354,0.533713698387146
00285_18#00285_18_3,00285,00285_18,00285_18_3,You should belong to the Democratic rather than Republican party.,"Dems harm minorities through affirm action, welfare",-1,0.026122022420167923,0.2123589962720871,0.7615190148353577
00517_6#00517_6_3,00517,00517_6,00517_6_3,Assisted suicide should be legalized.,"Individuals have a right to hasten death, not merely to refuse treatment",1,0.09345799684524536,0.005117484834045172,0.9014245271682739
00517_6#00517_6_8,00517,00517_6,00517_6_8,Assisted suicide should be legalized.,The alternative to euthanasia is a natural death without life support.,-1,0.11096872389316559,0.03866301849484444,0.8503682613372803
00517_6#00517_6_9,00517,00517_6,00517_6_9,Assisted suicide should be legalized.,"Euthanasia is not a natural death, or as God intended.",-1,0.07190549373626709,0.18093283474445343,0.7471617460250854
00746_1#00746_1_2,00746,00746_1,00746_1_2,New Orleans should be fully rebuilt and restored.,"Why revive a poor, struggling, and violent New Orleans?",-1,0.004176190588623285,0.6106736660003662,0.38515013456344604
00953_1#00953_1_3,00953,00953_1,00953_1_3,Government should adopt emissions trading to combat global warming.,US cap-and-trade in sulfur dioxide was successful,1,0.006897511892020702,0.4353225827217102,0.5577799081802368
01072_4#01072_4_14,01072,01072_4,01072_4_14,Osama bin Laden death photos should be released.,Bin Laden photo could be seen as insensitive trophies,-1,0.0144489211961627,0.22695203125476837,0.758599042892456
01072_4#01072_4_16,01072,01072_4,01072_4_16,Osama bin Laden death photos should be released.,Bin Laden death photos may deter would-be terrorists.,1,0.02510557509958744,0.6271676421165466,0.3477267920970917
01072_4#01072_4_6,01072,01072_4,01072_4_6,Osama bin Laden death photos should be released.,Bin Laden photos will only worsen Americas image abroad.,-1,0.01867113821208477,0.1778048723936081,0.8035240769386292
01077_6#01077_6_15,01077,01077_6,01077_6_15,The United States should drop its sanctions on Cuba.,The significance of the threat from Cuba justifies US sanctions,-1,0.003170944517478347,0.9751468300819397,0.02168220281600952
01108_8#01108_8_14,01108,01108_8,01108_8_14,Plans to fight global warming should prioritize solar energy.,Solar energy is free after the initial investment.,1,0.0006838284898549318,0.00521090766415,0.994105339050293
