pairid,argid,propid_to,propid_from,text_to,text_from,relation,abduct_3_cause,abduct_3_obstruct
01143_5#01143_5_3,01143,01143_5,01143_5_3,Hybrid vehicles should be a major part of plans to fight global climate change.,Electric vehicles combat global warming more aggressively than hybrids.,-1,0.002379452809691429,7.204214489320293e-05
01143_5#01143_5_6,01143,01143_5,01143_5_6,Hybrid vehicles should be a major part of plans to fight global climate change.,Hybrid vehicles have greater driving range than electric cars.,1,0.005475190468132496,0.00013304135063663125
00081_2#00081_2_1,00081,00081_2,00081_2_1,Women should breastfeed in public. It should be legal and protected.,Breastfeeding does not necessarily help women lose weight,-1,7.826455839676782e-05,7.696797547396272e-05
00168_5#00168_5_10,00168,00168_5,00168_5_10,"Coca leaf growth, product-development, and chewing should be legal.",Coca cannot be disassociated with cocaine.,-1,0.0006122979102656245,6.265483534662053e-05
00168_5#00168_5_11,00168,00168_5,00168_5_11,"Coca leaf growth, product-development, and chewing should be legal.",Coca in its natural state is not a narcotic,1,0.00010159691009903327,5.236093784333207e-05
00168_5#00168_5_4,00168,00168_5,00168_5_4,"Coca leaf growth, product-development, and chewing should be legal.",Coca consumption is most akin to caffeine use.,1,0.0006865618051961064,0.0002711428969632834
00168_5#00168_5_7,00168,00168_5,00168_5_7,"Coca leaf growth, product-development, and chewing should be legal.",Chewing coca has therapeutic value for various ailments.,1,0.000961650162935257,2.159012910851743e-05
00350_7#00350_7_2,00350,00350_7,00350_7_2,Water should be considered a public good and not be privatized.,Treating water as an economic good will make water cheaper:,-1,0.000187446697964333,7.963703683344647e-05
00613_3#00613_3_3,00613,00613_3,00613_3_3,This House believes that countries should ban the import of goods produced by child labor.,"Tradition is the problem, not child labour.",-1,8.965173037722707e-05,2.5661092877271585e-05
00613_3#00613_3_6,00613,00613_3,00613_3_6,This House believes that countries should ban the import of goods produced by child labor.,"Poverty is the problem, not child labour.",-1,0.00011875168274855241,1.9452794731478207e-05
00709_2#00709_2_4,00709,00709_2,00709_2_4,Citizens in the United States should be banned from possessing assault weapons.,An assault weapons ban violates the presumption of innocence,-1,5.4269501561066136e-05,2.07791272259783e-05
00709_2#00709_2_5,00709,00709_2,00709_2_5,Citizens in the United States should be banned from possessing assault weapons.,An assault weapons ban leads to a slippery slope of gun seizures,-1,4.815477950614877e-05,1.7203110473928973e-05
00709_2#00709_2_6,00709,00709_2,00709_2_6,Citizens in the United States should be banned from possessing assault weapons.,The Supreme Court has affirmed the individual right to bear arms.,-1,0.0004890814889222383,1.3668143765244167e-05
00495_1#00495_1_13,00495,00495_1,00495_1_13,Child beauty pageants are tolerable and should not be banned.,Pageants have lots of fun backstage activities for kids.,1,0.0014617772540077567,0.0012394897639751434
00495_1#00495_1_19,00495,00495_1,00495_1_19,Child beauty pageants are tolerable and should not be banned.,"Judgement of children to participate can""t be relied on",-1,0.002323394175618887,0.0005509602488018572
00495_1#00495_1_6,00495,00495_1,00495_1_6,Child beauty pageants are tolerable and should not be banned.,Beauty pageants teach kids to be their very best.,1,0.00020861622761003673,0.00018080300651490688
00495_1#00495_1_7,00495,00495_1,00495_1_7,Child beauty pageants are tolerable and should not be banned.,Pageants foster positive camaraderie among contestants.,1,0.00221871305257082,0.00010328029020456597
00549_6#00549_6_11,00549,00549_6,00549_6_11,The United Kingdom should hand over the Falkland Islands to Argentina.,Peru vocally supports the Argentinian claim to the Falklands.,1,0.00013668774045072496,2.110122295562178e-05
00549_6#00549_6_8,00549,00549_6,00549_6_8,The United Kingdom should hand over the Falkland Islands to Argentina.,The Commonwealth of Nations recognises the Falklands as British territory.,-1,0.0009707393473945558,2.7956517442362383e-05
00549_6#00549_6_9,00549,00549_6,00549_6_9,The United Kingdom should hand over the Falkland Islands to Argentina.,The Rio Group has supported Argentinas claim to the Malvinas,1,6.665420369245112e-05,2.2850779714644887e-05
01089_6#01089_6_3,01089,01089_6,01089_6_3,There should be an outright ban on the smacking or spanking of children.,Children deserve the same rights as everyone else.,1,0.00029742723563686013,9.318777301814407e-05
01196_11#01196_11_3,01196,01196_11,01196_11_3,"Govts should mandate that people buy private health insurance, or face penalties.",The struggling can be exempted from insurance mandate.,1,0.00016581828822381794,3.586735692806542e-05
00110_4#00110_4_13,00110,00110_4,00110_4_13,US primary elections are sound. They should not be abandoned.,Some delegates are not obligated to vote according to popular will,-1,7.473598088836297e-05,4.8418940423289314e-05
00110_4#00110_4_3,00110,00110_4,00110_4_3,US primary elections are sound. They should not be abandoned.,Iowa and New hampshire are unrepresentative of the US,-1,3.97151306970045e-05,5.6305132602574304e-05
00145_8#00145_8_6,00145,00145_8,00145_8_6,Unregulated distribution of copyrighted works over Internet should be allowed.,Legal online file-sharing services exist at fair value,-1,0.01770107075572014,6.173741712700576e-05
00328_3#00328_3_6,00328,00328_3,00328_3_6,The United States Congress should allow drilling for oil in the Arctic National Wildlife Refuge.,Drilling in ANWR would increase US GDP.,1,0.0004566048737615347,1.3717192814510781e-05
00328_3#00328_3_8,00328,00328_3,00328_3_8,The United States Congress should allow drilling for oil in the Arctic National Wildlife Refuge.,Many job-creation estimates are highly exaggerated.,-1,9.425951429875568e-05,3.347338133607991e-05
00634_5#00634_5_4,00634,00634_5,00634_5_4,Mandating calorie counts on restaurant menus is good public policy.,Calories on menus help reduce health care costs,1,0.000541489222086966,0.0004002514178864658
00634_5#00634_5_5,00634,00634_5,00634_5_5,Mandating calorie counts on restaurant menus is good public policy.,Calorie counts over-crowd valuable menu space,-1,0.0001115079503506422,0.00011637975694611669
00634_5#00634_5_8,00634,00634_5,00634_5_8,Mandating calorie counts on restaurant menus is good public policy.,Restaurants can cheaply calculate calories with new software,1,0.00010897760512307286,0.0009265486150979996
01021_7#01021_7_7,01021,01021_7,01021_7_7,The military should be allowed to recruit in public schools.,Barring military recruiters is a snub to the military.,1,0.0003058099828194827,5.3856543672736734e-05
01039_11#01039_11_1,01039,01039_11,01039_11_1,"Handguns should be banned in Washington, DC.",Gun bans only disarm citizens that are not inclined to commit crimes,-1,4.773175896843895e-05,5.384363976190798e-05
01039_11#01039_11_12,01039,01039_11,01039_11_12,"Handguns should be banned in Washington, DC.",The social harm related to firearms outweighs any social benefits from possessing firearms,1,5.702818089048378e-05,1.928354504343588e-05
01039_1#01039_1_5,01039,01039_1,01039_1_5,"Handguns should be banned in Washington, DC.",Handguns would be of little use to a militia fighting the US military.,1,0.00013131303421687335,5.764924571849406e-05
00046_4#00046_4_2,00046,00046_4,00046_4_2,ICC is good. The US and other countries should join the ICC.,Deterrence theory untenable; ICC will not deter,-1,0.0001031911961035803,8.236225403379649e-05
00046_4#00046_4_3,00046,00046_4,00046_4_3,ICC is good. The US and other countries should join the ICC.,ICC is the best tool for fighting genocide and war crimes,1,0.0004109733272343874,1.8930220903712325e-05
00046_4#00046_4_5,00046,00046_4,00046_4_5,ICC is good. The US and other countries should join the ICC.,ICC and rule of law help deter war crimes and genocide,1,0.00037414886173792183,1.2567293197207619e-05
00082_2#00082_2_1,00082,00082_2,00082_2_1,Corps. do have a right to free speech and to spend w/o limit in elections.,Unlimited election spending is radical change,-1,0.015895770862698555,1.9393528418731876e-05
00145_5#00145_5_7,00145,00145_5,00145_5_7,Unregulated distribution of copyrighted works over Internet should be allowed.,Online free file-downloads have damaged legitimate sales.,-1,0.00020541854610200971,5.253403287497349e-05
00145_5#00145_5_9,00145,00145_5,00145_5_9,Unregulated distribution of copyrighted works over Internet should be allowed.,File-sharing allows for pre-purchase sampling:,1,0.00027066763141192496,0.0001587067381478846
00149_1#00149_1_1,00149,00149_1,00149_1_1,There should be a legally mandated ceiling on weekly working hours.,Many business have the same fixed costs regardless of the hours worked.,-1,4.8973550292430446e-05,5.170965596335009e-05
00164_8#00164_8_6,00164,00164_8,00164_8_6,Gay couples should be given the same legal rights as heterosexuals in adopting children.,Gay adoption is better than foster care for children,1,0.00021876285609323531,2.5871613615890965e-05
00216_1#00216_1_4,00216,00216_1,00216_1_4,The Roma should be officially recognised as a non-territorial nation.,Centuries of persecution do not qualify the Roma for nationhood:,-1,0.0004228370962664485,1.3225350812717807e-05
00274_4#00274_4_3,00274,00274_4,00274_4_3,Smoking should be banned in public places.,"Many workers can""t simply quite an unhealthy, smoky work environment.",1,0.00010214457870461047,0.0001180822218884714
00549_17#00549_17_1,00549,00549_17,00549_17_1,The United Kingdom should hand over the Falkland Islands to Argentina.,Spains discovery and control of Malvinas was recognized in treaties,1,6.520420720335096e-05,2.115145071002189e-05
00549_17#00549_17_4,00549,00549_17,00549_17_4,The United Kingdom should hand over the Falkland Islands to Argentina.,Spain peacefully occupied Malvinas until Argentinian independence in 1816.,1,6.972908158786595e-05,3.404077870072797e-05
00613_9#00613_9_2,00613,00613_9,00613_9_2,This House believes that countries should ban the import of goods produced by child labor.,Child labour is deeply rooted in certain cultures.,-1,0.0006219017668627203,1.7641912563703954e-05
00613_9#00613_9_8,00613,00613_9,00613_9_8,This House believes that countries should ban the import of goods produced by child labor.,The ban is hypocritical.,-1,0.0001785680651664734,0.00024363848206121475
00699_5#00699_5_9,00699,00699_5,00699_5_9,School students should face mandatory drug-tests.,There is a clear and present problem with drug use among teenagers in many countries.,1,0.0004980967496521771,2.6634841560735367e-05
00961_1#00961_1_6,00961,00961_1,00961_1_6,UN Annex I aid should be increased for climate change adaptation.,Responsibility of BRICs does not negate responsibility of Annex I.,1,0.004260181915014982,3.714255217346363e-05
01039_7#01039_7_5,01039,01039_7,01039_7_5,"Handguns should be banned in Washington, DC.",The 2nd Amendment does not express a right to bear arms for self-defense,1,4.686132524511777e-05,1.7856167687568814e-05
00163_4#00163_4_14,00163,00163_4,00163_4_14,Nuclear energy is justified and should be expanded.,"If nuclear power is so risky, why aren""t existing plants shut down?",1,0.00017705421487335116,7.102172094164416e-05
00970_4#00970_4_11,00970,00970_4,00970_4_11,I should go to law school.,"If you don""t want to be a lawyer, don""t go to law school",-1,0.00016798842989373952,3.744016430573538e-05
01039_12#01039_12_1,01039,01039_12,01039_12_1,"Handguns should be banned in Washington, DC.",The DC gun ban does not violate 2nd amendment because DC is not a state,1,3.973767161369324e-05,2.5828983780229464e-05
00042_2#00042_2_4,00042,00042_2,00042_2_4,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.",An early withdrawal from Iraq would boost the morale of terrorists,-1,9.384367149323225e-05,4.7525194531772286e-05
00081_3#00081_3_3,00081,00081_3,00081_3_3,Women should breastfeed in public. It should be legal and protected.,Breastfeeding in private is a barrier to movement,1,0.00017045883578248322,0.00017900974489748478
00280_5#00280_5_3,00280,00280_5,00280_5_3,Men found guilty of sex crimes should be chemically castrated.,Castrating sex offenders gives false sense of security on rape.,-1,0.0008830780861899257,3.681106318254024e-05
